 0.00  2300.  0.0  2.0   0.94541113   0.96417135   0.94604933   1.00583031   0.96737973   1.07352049   1.38767579   0.91235390   0.86863378   1.03598671   0.76830766   0.78473129   0.30223000   0.32881000   0.33497000   0.30223000   0.33497000   0.30705000   0.00457354   0.00730714   0.00745966   0.00357561   0.01309215   0.02600056
 0.50  2300.  0.0  2.0   0.92881155   1.03023244   1.06112870   0.98539157   0.96191262   1.02805913   1.41684551   0.86624384   0.76382172   1.06201262   0.76471549   0.83753076   0.24699000   0.25082000   0.25082000   0.24699000   0.27272000   0.25082000   0.00214613   0.01049486   0.02008648   0.00050760   0.01150048   0.01028345
 1.00  2300.  0.0  2.0   0.91261420   0.99099056   1.01009009   0.95246931   1.02652772   0.98734668   1.43882068   0.94301606   0.82615818   1.11915722   0.73557246   0.90648447   0.20292000   0.20593000   0.20593000   0.20593000   0.20910000   0.20593000   0.00659925   0.00456159   0.01142152   0.00025470   0.01436798   0.00500578
 1.50  2300.  0.0  2.0   0.92029808   1.00146372   1.00922436   0.96690034   1.02159487   0.99991275   1.30556368   0.82890464   0.74832746   0.98376525   0.66824774   0.79580443   0.15519000   0.15751000   0.15751000   0.15751000   0.15995000   0.15751000   0.00674181   0.00272903   0.00984264   0.00015660   0.01303225   0.00376047
 2.00  2300.  0.0  2.0   0.95711260   1.04594584   1.05823961   1.01235849   0.96729568   1.04145294   1.02042120   0.61205805   0.56320000   0.72845179   0.57487355   0.59911950   0.13317000   0.13531000   0.13531000   0.13317000   0.14686000   0.13531000   0.00067667   0.01283581   0.02332220   0.00272488   0.01309003   0.01398307
 2.50  2300.  0.0  2.0   0.94702769   1.04330259   1.04202644   1.00629644   1.07351427   1.03314838   0.98827799   0.57764253   0.54888194   0.69927063   0.48015702   0.57534254   0.11071000   0.11248000   0.11248000   0.11071000   0.11248000   0.11248000   0.00058254   0.00983712   0.01489065   0.00229785   0.03183730   0.00913265
 3.00  2300.  0.0  2.0   0.92111287   1.01143183   0.99690005   0.97804323   1.01662942   1.00168592   1.05294594   0.61780936   0.60110307   0.74735433   0.52788950   0.61301529   0.08360400   0.08490400   0.08490400   0.08360400   0.08490400   0.08490400   0.00594342   0.00664395   0.00417363   0.00252680   0.00842092   0.00503195
 3.50  2300.  0.0  2.0   0.85564537   0.98278216   0.95988074   0.93463497   0.97868147   0.97216944   1.12931585   0.66343673   0.65210330   0.80395046   0.57558539   0.64921075   0.06634700   0.06634700   0.06634700   0.06634700   0.06634700   0.06634700   0.00578973   0.00712998   0.00148903   0.00465417   0.00170802   0.00340650
 4.00  2300.  0.0  2.0   0.82038578   0.97330719   0.93949713   0.91727789   0.96034133   0.95154918   1.13517279   0.69190559   0.69329998   0.82327907   0.61861196   0.68473424   0.05016300   0.05016300   0.05016300   0.05016300   0.05016300   0.05016300   0.00679666   0.01038276   0.00108892   0.00325954   0.00331767   0.00319826
 4.50  2300.  0.0  2.0   0.80363607   0.96207723   0.92785672   0.90736925   0.94813339   0.92987452   1.04636302   0.68674686   0.70591961   0.81797994   0.63492057   0.69758317   0.03926900   0.03979100   0.03979100   0.03926900   0.03926900   0.03979100   0.02399884   0.00942351   0.00136435   0.00499222   0.00205032   0.00242144
 5.00  2300.  0.0  2.0   0.79913730   0.94809208   0.92332563   0.89338145   0.93626783   0.91277814   1.02157914   0.68201196   0.70180841   0.82189559   0.64593362   0.69930184   0.02994500   0.02994500   0.02994500   0.02994500   0.02994500   0.02994500   0.01435425   0.00395713   0.00327260   0.00207824   0.00214292   0.00142974
 5.50  2300.  0.0  2.0   0.77507418   0.92400046   0.90580029   0.88224645   0.92378137   0.89299890   0.85504867   0.63864959   0.65496484   0.75029634   0.60551724   0.64820548   0.02257400   0.02257400   0.02257400   0.02257400   0.02257400   0.02257400   0.07615645   0.00332248   0.00578196   0.00446258   0.00651589   0.00675548
 6.00  2300.  0.0  2.0   0.76692553   0.91855095   0.91290571   0.88146053   0.91975367   0.89857779   0.84031143   0.61461367   0.62765979   0.72180457   0.59369149   0.62269688   0.01723200   0.01723200   0.01723200   0.01723200   0.01723200   0.01723200   0.08493836   0.00244998   0.00532666   0.00424714   0.01017955   0.00622667
 0.00  2400.  0.0  2.0   0.97923552   0.97066053   0.95395852   1.03114815   0.98455604   0.96412646   1.39414263   0.91283828   0.86441195   0.99098266   0.76433948   0.88006021   0.29310000   0.32569000   0.33215000   0.29795000   0.33215000   0.32569000   0.00635864   0.00730121   0.01396626   0.00775503   0.02441721   0.00815407
 0.50  2400.  0.0  2.0   0.97359980   0.96462351   0.95931229   1.01382593   0.97771961   1.02990721   1.32442389   0.89695785   0.82176558   0.97922298   0.72516838   0.79967429   0.24064000   0.26638000   0.27129000   0.24450000   0.27129000   0.25276000   0.00259683   0.00490990   0.00669752   0.00388395   0.01183845   0.01408826
 1.00  2400.  0.0  2.0   0.95200431   1.01423569   1.03490232   0.99037113   0.95993702   1.01410517   1.39087406   0.88630856   0.78341393   1.03977784   0.77261804   0.85068032   0.20099000   0.20415000   0.20415000   0.20099000   0.22182000   0.20415000   0.00316425   0.00924173   0.01934161   0.00108298   0.00574513   0.00909908
 1.50  2400.  0.0  2.0   0.94871820   1.00127956   1.01207247   0.98710227   0.95197898   1.00177200   1.32884209   0.84319516   0.75920621   0.96579511   0.74894155   0.80635606   0.15357000   0.15598000   0.15598000   0.15357000   0.16929000   0.15598000   0.00351217   0.00803538   0.01640190   0.00133978   0.00321202   0.00956618
 2.00  2400.  0.0  2.0   1.00600700   0.97528705   0.97681408   0.99340580   0.96697443   0.98865079   0.90503266   0.63610977   0.59284874   0.69688738   0.55246803   0.60747548   0.12980000   0.14585000   0.14585000   0.14105000   0.14836000   0.14344000   0.00081702   0.00761033   0.00940205   0.00555475   0.01272900   0.00793345
 2.50  2400.  0.0  2.0   1.00732584   0.99899371   0.98988030   1.06868056   0.97536176   1.00387101   0.86698331   0.56592418   0.54650520   0.59766921   0.50845061   0.55651891   0.10844000   0.12171000   0.12171000   0.10844000   0.12378000   0.11972000   0.00110464   0.01541879   0.01369436   0.01303171   0.01842523   0.01240462
 3.00  2400.  0.0  2.0   0.98191382   1.07422232   1.06159494   1.02799126   1.08719290   1.06029475   0.94002885   0.52658443   0.51868808   0.65126776   0.45632933   0.53308767   0.08175500   0.08305900   0.08305900   0.08305900   0.08305900   0.08305900   0.00040316   0.01323780   0.01491615   0.00608328   0.03075385   0.01087218
