 0.00  2300.  0.0  2.0   0.94387441   0.94476344   0.92269818   1.00221105   0.93789191   1.06588020   1.38991217   0.93308684   0.89280892   1.04045069   0.79492336   0.79164079   0.30300530   0.33262892   0.33926600   0.30300530   0.33926600   0.30781994   0.00427304   0.00855684   0.00822208   0.00389501   0.01154305   0.02719199
 0.50  2300.  0.0  2.0   0.92483420   1.01603993   1.04244846   0.97671479   0.95493700   1.01286205   1.42274631   0.88030187   0.77973218   1.07292243   0.77167398   0.85216208   0.24973742   0.25366793   0.25366793   0.24973742   0.27352809   0.25366793   0.00112199   0.00817958   0.01633720   0.00120557   0.01307061   0.00762894
 1.00  2300.  0.0  2.0   0.90969058   0.98219507   0.99805998   0.94683343   1.01077479   0.97761831   1.44367995   0.95314779   0.83819986   1.12687933   0.74927548   0.91741188   0.20530730   0.20839378   0.20839378   0.20839378   0.21163509   0.20839378   0.00345007   0.00297391   0.00846893   0.00014055   0.01024163   0.00319662
 1.50  2300.  0.0  2.0   0.91753967   0.99697844   1.00347021   0.96406374   1.01429251   0.99491577   1.31028000   0.83376692   0.75387818   0.98754523   0.67434219   0.80101823   0.15728610   0.15844610   0.15844610   0.15844610   0.16088339   0.15844610   0.00364995   0.00225256   0.00834175   0.00040560   0.01090630   0.00300664
 2.00  2300.  0.0  2.0   0.95488420   1.03754418   1.04836113   1.00656721   0.95751279   1.03262329   1.02352944   0.61835634   0.56983113   0.73397543   0.58232294   0.60561978   0.13413314   0.13627077   0.13627077   0.13413314   0.14780793   0.13627077   0.00041280   0.01098789   0.02000306   0.00274336   0.01470461   0.01182615
 2.50  2300.  0.0  2.0   0.94304508   1.03432886   1.03220292   0.99620882   1.06124017   1.02399308   0.99382914   0.58407813   0.55551359   0.70861069   0.48696729   0.58196783   0.11258113   0.11346613   0.11346613   0.11258113   0.11346613   0.11346613   0.00018109   0.00917343   0.01282050   0.00390987   0.02685921   0.00830995
 3.00  2300.  0.0  2.0   0.91903490   1.00419229   0.98950064   0.97299156   1.00688450   0.99448961   1.05653062   0.62380863   0.60709673   0.75288574   0.53451343   0.61896636   0.08462222   0.08592077   0.08592077   0.08462222   0.08592077   0.08592077   0.00430995   0.00892897   0.00462811   0.00434351   0.00772102   0.00659080
 3.50  2300.  0.0  2.0   0.85409043   0.97470259   0.95145469   0.92998699   0.96695760   0.96344809   1.13223248   0.67113372   0.66018395   0.80972913   0.58514902   0.65744401   0.06788727   0.06788727   0.06788727   0.06788727   0.06788727   0.06788727   0.00394990   0.01127021   0.00316551   0.00627189   0.00467644   0.00685154
 4.00  2300.  0.0  2.0   0.81910024   0.96764065   0.93368608   0.91385463   0.95239191   0.94553310   1.13787515   0.69771727   0.69954290   0.82783725   0.62592582   0.69101877   0.05158157   0.05158157   0.05158157   0.05158157   0.05158157   0.05158157   0.00394509   0.01424597   0.00221947   0.00403041   0.00674603   0.00595908
 4.50  2300.  0.0  2.0   0.80195595   0.95822049   0.92423321   0.90430408   0.94225312   0.92612365   1.05003274   0.69076524   0.70998495   0.82231698   0.64074626   0.70172574   0.04033648   0.04085790   0.04085790   0.04033648   0.04033648   0.04085790   0.01346633   0.01226684   0.00260316   0.00320409   0.00402746   0.00416331
 5.00  2300.  0.0  2.0   0.79789994   0.94399373   0.91941924   0.89095395   0.93160878   0.90890398   1.02412284   0.68639935   0.70627959   0.82535770   0.65065894   0.70376401   0.03121192   0.03121192   0.03121192   0.03121192   0.03121192   0.03121192   0.01080889   0.00638196   0.00441533   0.00185701   0.00387603   0.00230802
 5.50  2300.  0.0  2.0   0.77328880   0.91969599   0.90174407   0.87950829   0.91909023   0.88894307   0.85823489   0.64315203   0.65943735   0.75395890   0.61008778   0.65267751   0.02366003   0.02366003   0.02366003   0.02366003   0.02366003   0.02366003   0.06794095   0.00414203   0.00486742   0.00259683   0.00662687   0.00546303
 6.00  2300.  0.0  2.0   0.76505832   0.91404258   0.90884486   0.87858860   0.91517922   0.89443255   0.84369066   0.61921042   0.63191809   0.72553422   0.59812130   0.62707403   0.01832396   0.01832396   0.01832396   0.01832396   0.01832396   0.01832396   0.07462200   0.00339270   0.00495008   0.00262809   0.00988031   0.00560864
 0.00  2400.  0.0  2.0   0.97774379   0.95080923   0.94821963   1.01726969   0.97672801   0.94292387   1.39618207   0.93381371   0.87081655   1.00587068   0.77184166   0.90195553   0.29388544   0.32966206   0.33289206   0.30125443   0.33289206   0.32966206   0.00605723   0.00667471   0.01539085   0.00663366   0.02608902   0.00776731
 0.50  2400.  0.0  2.0   0.96883327   0.95996487   0.94002993   1.01014314   0.95308544   1.02362490   1.33104373   0.90234701   0.84116650   0.98360405   0.74667225   0.80577320   0.24340944   0.26719513   0.27487849   0.24533944   0.27487849   0.25359027   0.00202562   0.00550669   0.00727623   0.00423333   0.01062736   0.01404763
 1.00  2400.  0.0  2.0   0.95086741   1.01001750   1.02907739   0.98760899   0.95387472   1.00940662   1.39255868   0.89094632   0.78898861   1.04337805   0.77882008   0.85566100   0.20187779   0.20503428   0.20503428   0.20187779   0.22268464   0.20503428   0.00284368   0.00838922   0.01807796   0.00098549   0.00629832   0.00817546
 1.50  2400.  0.0  2.0   0.94633274   0.99297388   1.00154584   0.98115933   0.94631396   0.99249596   1.33246194   0.85195967   0.76907447   0.97312370   0.75472987   0.81574704   0.15571280   0.15817001   0.15817001   0.15571280   0.17021301   0.15817001   0.00265342   0.00550990   0.01206351   0.00076685   0.00348416   0.00664407
 2.00  2400.  0.0  2.0   1.00002229   0.96008921   0.95966782   0.98131031   0.95653949   0.97244299   0.91198227   0.64872639   0.60594331   0.70774996   0.56002948   0.62007031   0.13183451   0.14805127   0.14805127   0.14319673   0.14930627   0.14559406   0.00080844   0.00945321   0.00965057   0.00680160   0.01328361   0.00785840
 2.50  2400.  0.0  2.0   1.00189700   0.98246420   0.97254830   1.05558567   0.96367776   0.99414229   0.87312665   0.57787986   0.55864285   0.60699469   0.51619643   0.56346269   0.11031366   0.12371858   0.12371858   0.11031366   0.12475358   0.12069809   0.00135217   0.01895146   0.01582959   0.01025565   0.02028680   0.01335964
 3.00  2400.  0.0  2.0   0.97946561   1.06460864   1.05185909   1.02194472   1.07517219   1.05082764   0.94339467   0.53269409   0.52482954   0.65645671   0.46263833   0.53929444   0.08277527   0.08407782   0.08407782   0.08407782   0.08407782   0.08407782   0.00065072   0.01257934   0.01282081   0.00757617   0.02566854   0.01008782
 3.50  2400.  0.0  2.0   0.94411068   1.02378717   1.00061873   0.98985939   1.01108661   1.01066794   1.04031055   0.59257205   0.59627699   0.72353508   0.53020972   0.59453169   0.06640841   0.06691491   0.06691491   0.06640841   0.06691491   0.06691491   0.00174168   0.01616335   0.00663782   0.00802168   0.00758436   0.01055333
 4.00  2400.  0.0  2.0   0.89411058   0.99816728   0.96918075   0.95449645   0.97964170   0.97981384   1.14162086   0.64704944   0.66043835   0.78944814   0.59063285   0.64686722   0.05087434   0.05087434   0.05087434   0.05087434   0.05087434   0.05087434   0.00325745   0.02071517   0.00752752   0.01079245   0.00806713   0.01036128
 4.50  2400.  0.0  2.0   0.85123840   0.98740484   0.95803859   0.93238164   0.96421335   0.95104442   1.16502247   0.66445032   0.68238606   0.81647281   0.63095384   0.69465016   0.04021062   0.04021062   0.04021062   0.04021062   0.04021062   0.04021062   0.00863719   0.01871613   0.00801841   0.00684067   0.00788159   0.00574536
 5.00  2400.  0.0  2.0   0.83164478   0.98396930   0.95241318   0.92974001   0.96306956   0.93647339   1.12010173   0.65178491   0.69005339   0.79004491   0.63049034   0.69838099   0.03059610   0.03098716   0.03098716   0.03098716   0.03059610   0.03098716   0.01399575   0.01767987   0.01123701   0.00821166   0.00804807   0.00478697
 5.50  2400.  0.0  2.0   0.82985673   0.96030262   0.94144636   0.92490057   0.94905670   0.92365581   1.01102849   0.64864128   0.67165921   0.76546879   0.62496802   0.67923960   0.02359810   0.02359810   0.02359810   0.02359810   0.02359810   0.02359810   0.02582709   0.00911310   0.00642797   0.00862367   0.00543249   0.00302452
 6.00  2400.  0.0  2.0   0.79772225   0.93835465   0.93362084   0.91235927   0.93789737   0.90902161   0.96191648   0.62759595   0.63804801   0.73117199   0.60530486   0.65356555   0.01819810   0.01819810   0.01819810   0.01851413   0.01819810   0.01819810   0.04065454   0.00458225   0.00477556   0.00613645   0.00462715   0.00283408
