 2.50  2400.  0.0  2.0   0.6596   0.3839   0.1419   0.0661 PD TESS
 3.00  2400.  0.0  2.0   0.6636   0.3147   0.1101   0.0228 PD TESS
 3.50  2400.  0.0  2.0   0.6923   0.2670   0.0849   0.0128 PD TESS
 4.00  2400.  0.0  2.0   0.7226   0.2213   0.0655   0.0085 PD TESS
 4.50  2400.  0.0  2.0   0.7952   0.1341   0.0469   0.0376 PD TESS
 5.00  2400.  0.0  2.0   0.7579   0.1456   0.0360   0.0142 PD TESS
 5.50  2400.  0.0  2.0   0.7905   0.0898   0.0270   0.0274 PD TESS
 2.50  2500.  0.0  2.0   0.6267   0.4499   0.1446   0.1290 PD TESS
 3.00  2500.  0.0  2.0   0.5634   0.4498   0.1126   0.0989 PD TESS
 3.50  2500.  0.0  2.0   0.5788   0.4019   0.0868   0.0629 PD TESS
 4.00  2500.  0.0  2.0   0.6290   0.3323   0.0666   0.0281 PD TESS
 4.50  2500.  0.0  2.0   0.6633   0.2813   0.0503   0.0155 PD TESS
 5.00  2500.  0.0  2.0   0.7026   0.2239   0.0376   0.0137 PD TESS
 5.50  2500.  0.0  2.0   0.7247   0.1784   0.0275   0.0030 PD TESS
 2.50  2600.  0.0  2.0   0.6417   0.4167   0.1611   0.1059 PD TESS
 3.00  2600.  0.0  2.0   0.5376   0.4765   0.1228   0.1040 PD TESS
 3.50  2600.  0.0  2.0   0.4847   0.5000   0.0880   0.1108 PD TESS
 4.00  2600.  0.0  2.0   0.5116   0.4536   0.0674   0.0795 PD TESS
 4.50  2600.  0.0  2.0   0.5579   0.3922   0.0510   0.0538 PD TESS
 5.00  2600.  0.0  2.0   0.6138   0.3210   0.0391   0.0439 PD TESS
 5.50  2600.  0.0  2.0   0.6371   0.2804   0.0296   0.0436 PD TESS
 2.50  2700.  0.0  2.0   0.5965   0.4409   0.1672   0.1107 PD TESS
 3.00  2700.  0.0  2.0   0.5198   0.4857   0.1267   0.1051 PD TESS
 3.50  2700.  0.0  2.0   0.4263   0.5436   0.0965   0.1207 PD TESS
 4.00  2700.  0.0  2.0   0.4120   0.5392   0.0729   0.1128 PD TESS
 4.50  2700.  0.0  2.0   0.4499   0.4908   0.0551   0.0877 PD TESS
 5.00  2700.  0.0  2.0   0.4973   0.4324   0.0400   0.0759 PD TESS
 5.50  2700.  0.0  2.0   0.5611   0.3548   0.0301   0.0687 PD TESS
 2.50  2800.  0.0  2.0   0.5484   0.4829   0.1725   0.1471 PD TESS
 3.00  2800.  0.0  2.0   0.4946   0.4996   0.1305   0.1216 PD TESS
 3.50  2800.  0.0  2.0   0.3809   0.5686   0.1027   0.1416 PD TESS
